assignment_id,hit_id,worker_id,start_time,condition,phase,item_order,item_name,response,response_order,originality
66ddb1ad68878d4b9ee12c06,66dd0f5d2d96edbedcf4a80b,63cf05631552a8d1b2348bd6,2024-09-08T14:19:47.872Z,Generate,Practice,1,Table,plant display,0,2.0
66ddb1ad68878d4b9ee12c06,66dd0f5d2d96edbedcf4a80b,63cf05631552a8d1b2348bd6,2024-09-08T14:19:47.872Z,Generate,Practice,1,Table,dancing table,2,3.8
66ddb1ad68878d4b9ee12c06,66dd0f5d2d96edbedcf4a80b,63cf05631552a8d1b2348bd6,2024-09-08T14:19:47.872Z,Generate,Practice,1,Table,model railway,3,{'error': 'API call failed with status code 504'}
66ddb1ad68878d4b9ee12c06,66dd0f5d2d96edbedcf4a80b,63cf05631552a8d1b2348bd6,2024-09-08T14:19:47.872Z,Generate,Practice,2,Tire,plant holder,0,2.5
66ddb1ad68878d4b9ee12c06,66dd0f5d2d96edbedcf4a80b,63cf05631552a8d1b2348bd6,2024-09-08T14:19:47.872Z,Generate,Practice,2,Tire,swing,1,2.8
66ddb1ad68878d4b9ee12c06,66dd0f5d2d96edbedcf4a80b,63cf05631552a8d1b2348bd6,2024-09-08T14:19:47.872Z,Generate,Practice,2,Tire,stack up and use as a table,2,3.0
66ddb1ad68878d4b9ee12c06,66dd0f5d2d96edbedcf4a80b,63cf05631552a8d1b2348bd6,2024-09-08T14:19:47.872Z,Generate,Practice,2,Tire,cut up and use to edge borders,3,3.0
66ddb1ad68878d4b9ee12c06,66dd0f5d2d96edbedcf4a80b,63cf05631552a8d1b2348bd6,2024-09-08T14:19:47.872Z,Generate,Practice,3,Bottle,flower vase,0,2.0
66ddb1ad68878d4b9ee12c06,66dd0f5d2d96edbedcf4a80b,63cf05631552a8d1b2348bd6,2024-09-08T14:19:47.872Z,Generate,Practice,3,Bottle,fill with water and make a musical instrament,1,3.2
66ddb1ad68878d4b9ee12c06,66dd0f5d2d96edbedcf4a80b,63cf05631552a8d1b2348bd6,2024-09-08T14:19:47.872Z,Generate,Practice,3,Bottle,add coloured pebbles for a display item,2,2.0
66ddb1ad68878d4b9ee12c06,66dd0f5d2d96edbedcf4a80b,63cf05631552a8d1b2348bd6,2024-09-08T14:19:47.872Z,Generate,Practice,3,Bottle,refill with home made drinks,3,2.0
66ddb1ad68878d4b9ee12c06,66dd0f5d2d96edbedcf4a80b,63cf05631552a8d1b2348bd6,2024-09-08T14:19:47.872Z,Generate,Test,4,Shoe,plant pot,0,3.8
66ddb1ad68878d4b9ee12c06,66dd0f5d2d96edbedcf4a80b,63cf05631552a8d1b2348bd6,2024-09-08T14:19:47.872Z,Generate,Test,4,Shoe,make a bed for a toy mouse,1,3.5
66ddb1ad68878d4b9ee12c06,66dd0f5d2d96edbedcf4a80b,63cf05631552a8d1b2348bd6,2024-09-08T14:19:47.872Z,Generate,Test,4,Shoe,use it as a can holder,2,3.0
66ddb1ad68878d4b9ee12c06,66dd0f5d2d96edbedcf4a80b,63cf05631552a8d1b2348bd6,2024-09-08T14:19:47.872Z,Generate,Test,4,Shoe,decorate with fairy lights and hang up,3,3.5
66ddb1a7f0186cccb3d007d4,66dd0f5d2d96edbedcf4a80b,5797bc9aad1a6c000146818c,2024-09-08T14:18:32.354Z,Absent,Practice,1,Tire,Plant Container,0,2.5
66ddb1a7f0186cccb3d007d4,66dd0f5d2d96edbedcf4a80b,5797bc9aad1a6c000146818c,2024-09-08T14:18:32.354Z,Absent,Practice,1,Tire,Barricade Buster,1,2.7
66ddb1a7f0186cccb3d007d4,66dd0f5d2d96edbedcf4a80b,5797bc9aad1a6c000146818c,2024-09-08T14:18:32.354Z,Absent,Practice,1,Tire,Giant Eraser,2,3.5
