assignment_id,hit_id,worker_id,condition,diversity,I am more creative than \% of humans (before),Increased use of AI computer programs in daily life makes you feel (before),How difficult was it to come up with uses for the last object?,Increased use of AI computer programs in daily life makes you feel (after),How many total objects encountered?,I am more creative than \% of humans (after),Hide Time,Page Load,Strategy for last object,Technical Issues?
66ddab4302e0fe4806920e52,66dd0f5d2d96edbedcf4a80b,579e431a81f331000139d5d0,Coach,0.5787790353236084,25,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,46,7.908,2024-09-08T13:53:08.841Z,things I have seen before,none
66ddab53905d609d29ccf4e3,66dd0f5d2d96edbedcf4a80b,66bf8f72e7c49e965a25ed06,Generate,0.518167424936228,71,More concerned than excited,Somewhat easy,More concerned than excited,3,47,0.0,2024-09-08T13:52:31.229Z,coming up with ideas what come to mind than putting them down hoping to be faster than AI,no technical issues 
66ddabda856e76c8c127230a,66dd0f5d2d96edbedcf4a80b,6085c99b9f981aefb96e7aab,Absent,0.6266334646814082,14,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,7,0.0,2024-09-08T13:52:39.533Z,Think about other circular items ,No
66ddabb69de16a581cda80c2,66dd0f5d2d96edbedcf4a80b,6101952cec239584a3ac4c45,Generate,0.5508041842396405,85,More concerned than excited,Somewhat difficult,More concerned than excited,5,20,0.0,2024-09-08T13:53:16.792Z,Just looking and thinking,No
66ddab57e43ddfadcdb61296,66dd0f5d2d96edbedcf4a80b,5b89a7a7981c2f0001f1f1cf,Generate,0.5741387331776844,60,More concerned than excited,Somewhat difficult,More concerned than excited,4,55,0.0,2024-09-08T13:53:09.909Z,I had no strategy it was just the first things that came into my head. It was difficult to think of anything other than the intended use so more ideas became increasingly stupid,None
66ddac34ed1de5254e4511ac,66dd0f5d2d96edbedcf4a80b,5ad614eb33a3ab0001fa62cd,Generate,0.565082962398426,35,More concerned than excited,Somewhat easy,More concerned than excited,4,25,1.562,2024-09-08T13:53:40.643Z,I work with children and use glass bottles for a variety of activities,n/a
66ddac3bfd21cf48a7730f03,66dd0f5d2d96edbedcf4a80b,66b21f477fd5e80b7449fa1a,Coach,0.6266560504736782,18,More excited than concerned,Very difficult,More excited than concerned,4,4,0.0,2024-09-08T13:54:06.772Z,Thinking what things could go into it,No
66ddab7272a28453c756cfaa,66dd0f5d2d96edbedcf4a80b,60ec5f9e9b8a3146ae4feac9,Absent,0.5933728097151745,16,More concerned than excited,Somewhat difficult,More concerned than excited,4,16,0.0,2024-09-08T13:52:27.896Z,Tried to visualise what I could use it for to make other tasks easier,No
66ddaba7783f19f7607c59a9,66dd0f5d2d96edbedcf4a80b,6683e9097336723a1012955c,Generate,0.603870992303806,45,More concerned than excited,Somewhat easy,More excited than concerned,4,53,161.91499999999996,2024-09-08T13:52:43.951Z,using my memory ,no 
66ddac4d41c4452f8baf6ae2,66dd0f5d2d96edbedcf4a80b,5c7fd0c8cfd4e30016991f5e,Generate,0.5359210869892794,87,More concerned than excited,Somewhat difficult,More concerned than excited,4,69,5.021,2024-09-08T13:54:19.602Z,I didn't have one,No
